S.No,In-use English,Changes in English,In-use Telugu,Changes in Telugu,Section,Times used,Translation keys
1567,These cannot be done on the member's behalf — the credential is theirs to set and the OTP goes to their phone.,,ఇవి సభ్యుడి తరపున చేయలేరు — క్రెడెన్షియల్ వారు సెట్ చేయాలి మరియు OTP వారి ఫోన్‌కు వెళ్తుంది.,,C,1,member_completes_note
1568,"These totals come from the day ledger, not from the rows listed above.",,"ఈ మొత్తాలు పైన ఉన్న వరుసల నుండి కాదు, రోజు లెడ్జర్ నుండి వచ్చాయి.",,C,1,month_totals_from_ledger_note
1569,They have to accept before anything moves. Settle your own agent cash and review any waiting settlements first.,,"ఏదైనా కదిలే ముందు వారు అంగీకరించాలి. ముందుగా మీ స్వంత ఏజెంట్ నగదును సెటిల్ చేసి, వేచి ఉన్న సెటిల్‌మెంట్లను సమీక్షించండి.",,C,1,transfer_business_note
1570,"They will be removed from this list. Your loans, collections and settlements are not affected.",,"అవి ఈ జాబితా నుండి తీసివేయబడతాయి. మీ రుణాలు, వసూళ్లు మరియు సెటిల్‌మెంట్లపై ప్రభావం ఉండదు.",,C,1,clear_all_notifications_note
1571,This adds to BF. You keep paying the remaining {count} instalments — availing does not close the cheeti.,,ఇది BFకు జోడిస్తుంది. మిగిలిన {count} వాయిదాలు మీరు చెల్లిస్తూనే ఉంటారు — పొందడం చీటీని మూసివేయదు.,,C,1,availing_adds_to_bf_note
1572,This Business does not currently accept Customer-initiated loan requests.,,ఈ వ్యాపారం ప్రస్తుతం కస్టమర్ ప్రారంభించిన రుణ అభ్యర్థనలను స్వీకరించడం లేదు.,,C,1,customer_loan_requests_disabled_note
1573,This business has already been started. Reopening lets you enter pre-existing records again. The reason is recorded in the audit log.,,ఈ వ్యాపారం ఇప్పటికే ప్రారంభమైంది. తిరిగి తెరవడం వల్ల ముందుగా ఉన్న రికార్డులను మళ్లీ నమోదు చేయవచ్చు. కారణం ఆడిట్ లాగ్‌లో నమోదు చేయబడుతుంది.,,C,1,reopen_migration_note
1574,This business was started on {date}. Reopen migration to enter records from the old book.,,ఈ వ్యాపారం {date}న ప్రారంభమైంది. పాత పుస్తకం నుండి రికార్డులను నమోదు చేయడానికి మైగ్రేషన్ తిరిగి తెరవండి.,,C,1,migration_locked_note
1575,This closes a Defaulted loan and writes off the remaining balance of {amount}. Owner-only action.,,ఇది డిఫాల్ట్ అయిన రుణాన్ని మూసివేసి మిగిలిన బ్యాలెన్స్ {amount}ను రైట్-ఆఫ్ చేస్తుంది. యజమాని మాత్రమే చేయగల చర్య.,,C,1,write_off_note
1576,This draft will be permanently removed. This cannot be undone.,,ఈ ముసాయిదా శాశ్వతంగా తీసివేయబడుతుంది. దీన్ని రద్దు చేయలేరు.,,C,1,discard_draft_note
1577,"This is the same Create Business step covered in first-time setup — use it here to add another business, or to start one you skipped earlier.",,"ఇది మొదటిసారి సెటప్‌లో కవర్ చేసిన అదే వ్యాపారం సృష్టించే దశ — మరో వ్యాపారాన్ని జోడించడానికి, లేదా ముందు వదిలేసిన దాన్ని ప్రారంభించడానికి దీన్ని ఉపయోగించండి.",,C,1,create_business_repeat_note
1578,This loan already has a payment recorded today by {by} ({amount}). Record this payment anyway?,,ఈ రుణానికి ఈరోజు ఇప్పటికే {by} ద్వారా ఒక చెల్లింపు నమోదైంది ({amount}). అయినప్పటికీ ఈ చెల్లింపును నమోదు చేయాలా?,,C,1,already_collected_note
1579,"This locks the Business Date, generates the Daily Summary, and prepares the next Business Date. This action cannot be undone without an Owner Reopen.",,"ఇది వ్యాపార తేదీని లాక్ చేసి, రోజువారీ సారాంశాన్ని సృష్టించి, తదుపరి వ్యాపార తేదీని సిద్ధం చేస్తుంది. యజమాని తిరిగి తెరవందే ఈ చర్యను రద్దు చేయలేరు.",,C,1,close_business_day_note
1580,"This member exists as an internal record only, usable for manual/offline collection and record-keeping. Cannot receive SMS, receive OTP, accept agreements, or request online services until profile completion.",,"ఈ సభ్యుడు అంతర్గత రికార్డుగా మాత్రమే ఉన్నారు, మాన్యువల్/ఆఫ్‌లైన్ వసూలు మరియు రికార్డు నిర్వహణకు ఉపయోగపడతారు. ప్రొఫైల్ పూర్తయ్యే వరకు SMS, OTP అందుకోలేరు, ఒప్పందాలు అంగీకరించలేరు, లేదా ఆన్‌లైన్ సేవలు అభ్యర్థించలేరు.",,C,1,incomplete_profile_note
